SUMLEV,STATE,COUNTY,STNAME,CTYNAME,YEAR,AGEGRP,TOT_POP,TOT_MALE,TOT_FEMALE,WA_MALE,WA_FEMALE,BA_MALE,BA_FEMALE,IA_MALE,IA_FEMALE,AA_MALE,AA_FEMALE,NA_MALE,NA_FEMALE,TOM_MALE,TOM_FEMALE,WAC_MALE,WAC_FEMALE,BAC_MALE,BAC_FEMALE,IAC_MALE,IAC_FEMALE,AAC_MALE,AAC_FEMALE,NAC_MALE,NAC_FEMALE,NH_MALE,NH_FEMALE,NHWA_MALE,NHWA_FEMALE,NHBA_MALE,NHBA_FEMALE,NHIA_MALE,NHIA_FEMALE,NHAA_MALE,NHAA_FEMALE,NHNA_MALE,NHNA_FEMALE,NHTOM_MALE,NHTOM_FEMALE,NHWAC_MALE,NHWAC_FEMALE,NHBAC_MALE,NHBAC_FEMALE,NHIAC_MALE,NHIAC_FEMALE,NHAAC_MALE,NHAAC_FEMALE,NHNAC_MALE,NHNAC_FEMALE,H_MALE,H_FEMALE,HWA_MALE,HWA_FEMALE,HBA_MALE,HBA_FEMALE,HIA_MALE,HIA_FEMALE,HAA_MALE,HAA_FEMALE,HNA_MALE,HNA_FEMALE,HTOM_MALE,HTOM_FEMALE,HWAC_MALE,HWAC_FEMALE,HBAC_MALE,HBAC_FEMALE,HIAC_MALE,HIAC_FEMALE,HAAC_MALE,HAAC_FEMALE,HNAC_MALE,HNAC_FEMALE
050,36,001,New York,Albany County,4,14,18213,8682,9531,7486,8181,775,893,22,28,320,327,6,1,73,101,7538,8234,805,954,53,77,357,361,15,11,8437,9209,7318,7939,728,841,11,17,316,322,4,1,60,89,7359,7981,749,891,37,65,349,356,11,10,245,322,168,242,47,52,11,11,4,5,2,0,13,12,179,253,56,63,16,12,8,5,4,1
050,36,001,New York,Albany County,4,15,15411,7114,8297,6226,7231,568,712,18,20,240,263,2,3,60,68,6264,7267,593,754,47,65,264,283,7,10,6929,8058,6099,7034,525,685,12,14,240,262,1,2,52,61,6131,7064,547,722,37,57,262,281,5,9,185,239,127,197,43,27,6,6,0,1,1,1,8,7,133,203,46,32,10,8,2,2,2,1
050,36,001,New York,Albany County,4,16,10686,4764,5922,4249,5211,338,465,11,20,134,176,0,1,32,49,4270,5239,353,483,31,47,145,197,2,8,4661,5771,4169,5094,322,442,9,17,133,176,0,0,28,42,4187,5117,333,458,27,42,144,194,2,5,103,151,80,117,16,23,2,3,1,0,0,1,4,7,83,122,20,25,4,5,1,3,0,3
050,36,001,New York,Albany County,4,17,6405,2579,3826,2254,3392,202,299,11,10,86,103,0,0,26,22,2276,3411,216,304,21,20,93,110,4,7,2519,3748,2216,3335,193,285,7,9,86,102,0,0,17,17,2230,3349,201,288,14,16,92,109,4,6,60,78,38,57,9,14,4,1,0,1,0,0,9,5,46,62,15,16,7,4,1,1,0,1
050,36,001,New York,Albany County,4,18,6978,2227,4751,1984,4334,138,277,9,13,58,97,1,0,37,30,2009,4355,151,291,26,29,76,104,8,4,2186,4644,1950,4239,136,274,8,8,58,96,1,0,33,27,1972,4257,146,286,23,24,75,103,8,3,41,107,34,95,2,3,1,5,0,1,0,0,4,3,37,98,5,5,3,5,1,1,0,1
050,36,001,New York,Albany County,5,0,318000,154579,163421,114395,120171,22015,24462,647,626,11996,12538,139,144,5387,5480,119192,124938,24938,27630,1300,1392,14405,14862,414,419,143041,151367,106751,112417,19604,21710,233,253,11867,12408,85,83,4501,4496,110740,116287,21819,24081,687,821,14204,14643,311,310,11538,12054,7644,7754,2411,2752,414,373,129,130,54,61,886,984,8452,8651,3119,3549,613,571,201,219,103,109
050,36,001,New York,Albany County,5,1,14299,7234,7065,4187,3952,1586,1591,22,20,766,808,17,19,656,675,4815,4598,1966,1978,67,73,1036,1093,34,34,6254,6071,3698,3519,1294,1255,7,6,753,791,15,4,487,496,4170,3997,1536,1492,20,21,1005,1054,23,14,980,994,489,433,292,336,15,14,13,17,2,15,169,179,645,601,430,486,47,52,31,39,11,20
050,36,001,New York,Albany County,5,2,16069,8317,7752,5218,4797,1507,1559,38,28,865,744,13,11,676,613,5857,5383,1888,1923,68,63,1163,989,31,26,7411,6891,4669,4314,1288,1330,12,13,843,732,6,7,593,495,5232,4790,1597,1594,33,28,1134,971,18,17,906,861,549,483,219,229,26,15,22,12,7,4,83,118,625,593,291,329,35,35,29,18,13,9
050,36,001,New York,Albany County,5,3,16345,8268,8077,5158,4934,1580,1662,53,34,782,768,14,14,681,665,5792,5552,1978,2069,99,78,1071,1045,37,29,7393,7184,4628,4417,1385,1436,13,9,772,748,7,11,588,563,5179,4946,1705,1753,44,36,1056,1014,22,23,875,893,530,517,195,226,40,25,10,20,7,3,93,102,613,606,273,316,55,42,15,31,15,6
050,36,001,New York,Albany County,5,4,23086,11494,11592,7856,7883,1960,2061,54,26,946,967,12,12,666,643,8466,8469,2364,2470,115,87,1221,1222,30,32,10321,10426,7101,7168,1691,1756,26,7,925,952,9,8,569,535,7625,7659,2007,2075,66,45,1196,1199,22,24,1173,1166,755,715,269,305,28,19,21,15,3,4,97,108,841,810,357,395,49,42,25,23,8,8
050,36,001,New York,Albany County,5,5,32938,16038,16900,11342,11641,2476,2814,32,81,1430,1735,19,9,739,620,12008,12201,2915,3189,113,161,1738,1990,53,29,14540,15334,10376,10615,2114,2441,12,31,1422,1720,14,2,602,525,10918,11088,2441,2735,55,90,1724,1970,43,21,1498,1566,966,1026,362,373,20,50,8,15,5,7,137,95,1090,1113,474,454,58,71,14,20,10,8
050,36,001,New York,Albany County,5,6,21434,10683,10751,7401,7260,1913,1984,57,34,841,1009,10,16,461,448,7824,7673,2173,2242,105,77,1034,1193,30,35,9692,9716,6746,6548,1692,1770,24,12,834,1003,4,10,392,373,7102,6892,1903,1967,54,43,1023,1182,23,24,991,1035,655,712,221,214,33,22,7,6,6,6,69,75,722,781,270,275,51,34,11,11,7,11
050,36,001,New York,Albany County,5,7,20763,10350,10413,7271,7178,1790,1908,64,39,884,928,7,11,334,349,7567,7481,1935,2097,107,88,1064,1083,30,36,9372,9499,6610,6561,1592,1708,10,16,877,923,4,9,279,282,6853,6804,1698,1847,38,50,1053,1074,25,28,978,914,661,617,198,200,54,23,7,5,3,2,55,67,714,677,237,250,69,38,11,9,5,8
050,36,001,New York,Albany County,5,8,20328,10260,10068,7452,7193,1447,1543,51,38,1068,1023,7,6,235,265,7654,7413,1554,1676,84,71,1190,1158,25,31,9403,9209,6812,6568,1318,1383,14,15,1057,1015,6,4,196,224,6978,6752,1395,1484,38,39,1177,1143,23,26,857,859,640,625,129,160,37,23,11,8,1,2,39,41,676,661,159,192,46,32,13,15,2,5
050,36,001,New York,Albany County,5,9,19289,9580,9709,7182,6958,1236,1454,15,36,927,1012,6,12,214,237,7359,7143,1344,1579,51,71,1032,1131,20,34,8847,9013,6628,6458,1123,1316,2,18,921,1008,4,8,169,205,6766,6614,1195,1415,27,46,1022,1126,16,28,733,696,554,500,113,138,13,18,6,4,2,4,45,32,593,529,149,164,24,25,10,5,4,6
050,36,001,New York,Albany County,5,10,16764,8242,8522,6041,6013,1169,1309,25,63,866,906,9,12,132,219,6144,6175,1238,1432,49,102,937,1016,19,30,7663,7876,5618,5598,1065,1169,11,13,860,904,2,6,107,186,5699,5730,1113,1267,27,44,928,1011,10,22,579,646,423,415,104,140,14,50,6,2,7,6,25,33,445,445,125,165,22,58,9,5,9,8
050,36,001,New York,Albany County,5,11,17989,8916,9073,6843,6877,1114,1320,42,44,790,645,4,5,123,182,6930,7006,1169,1424,72,84,859,730,16,23,8414,8526,6457,6514,1045,1214,14,14,786,639,3,3,109,142,6531,6606,1090,1288,42,47,852,720,15,18,502,547,386,363,69,106,28,30,4,6,1,2,14,40,399,400,79,136,30,37,7,10,1,5
050,36,001,New York,Albany County,5,12,19370,9396,9974,7585,7899,1117,1322,51,60,522,527,7,7,114,159,7666,8009,1163,1407,84,105,578,599,22,28,8961,9458,7266,7586,1058,1204,18,17,516,523,3,3,100,125,7335,7663,1095,1264,47,59,570,591,17,21,435,516,319,313,59,118,33,43,6,4,4,4,14,34,331,346,68,143,37,46,8,8,5,7
050,36,001,New York,Albany County,5,13,20048,9698,10350,8069,8595,1026,1159,68,32,421,447,5,3,109,114,8150,8666,1067,1219,107,80,481,493,17,15,9316,9958,7806,8321,964,1082,21,18,419,440,3,3,103,94,7881,8376,1000,1127,58,62,479,483,15,13,382,392,263,274,62,77,47,14,2,7,2,0,6,20,269,290,67,92,49,18,2,10,2,2
050,36,001,New York,Albany County,5,14,18448,8771,9677,7524,8237,804,954,24,26,339,352,6,3,74,105,7579,8297,828,1012,51,77,377,393,14,10,8527,9337,7356,7982,758,899,11,17,335,347,3,3,64,89,7401,8026,777,946,34,64,370,386,9,9,244,340,168,255,46,55,13,9,4,5,3,0,10,16,178,271,51,66,17,13,7,7,5,1
050,36,001,New York,Albany County,5,15,15492,7152,8340,6248,7266,571,719,17,20,250,261,2,3,64,71,6287,7305,597,761,47,64,279,285,11,11,6963,8086,6115,7063,532,685,12,12,249,259,1,2,54,65,6145,7096,552,724,38,53,276,283,9,10,189,254,133,203,39,34,5,8,1,2,1,1,10,6,142,209,45,37,9,11,3,2,2,1
050,36,001,New York,Albany County,5,16,11417,5142,6275,4576,5516,367,494,12,19,149,191,0,1,38,54,4601,5548,383,518,30,51,165,207,5,10,5033,6103,4500,5379,344,472,9,16,148,191,0,0,32,45,4520,5403,357,493,25,44,163,204,4,7,109,172,76,137,23,22,3,3,1,0,0,1,6,9,81,145,26,25,5,7,2,3,1,3
050,36,001,New York,Albany County,5,17,6882,2783,4099,2451,3636,205,320,11,13,86,104,0,0,30,26,2474,3656,216,332,23,27,95,114,6,2,2723,4013,2410,3573,199,303,7,11,86,103,0,0,21,23,2426,3591,206,313,16,24,93,112,4,2,60,86,41,63,6,17,4,2,0,1,0,0,9,3,48,65,10,19,7,3,2,2,2,0
050,36,001,New York,Albany County,5,18,7039,2255,4784,1991,4336,147,289,11,13,64,111,1,0,41,35,2019,4363,160,302,28,33,85,121,14,4,2208,4667,1955,4233,142,287,10,8,64,110,1,0,36,29,1979,4254,152,297,25,26,83,120,13,3,47,117,36,103,5,2,1,5,0,1,0,0,5,6,40,109,8,5,3,7,2,1,1,1
050,36,001,New York,Albany County,6,0,319964,155779,164185,113734,119520,22372,24748,715,674,13138,13339,139,149,5681,5755,118833,124542,25468,28085,1387,1435,15721,15844,408,434,143728,151690,105810,111559,19832,21881,249,238,13002,13203,81,79,4754,4730,110054,115635,22181,24372,730,809,15497,15613,306,319,12051,12495,7924,7961,2540,2867,466,436,136,136,58,70,927,1025,8779,8907,3287,3713,657,626,224,231,102,115
050,36,001,New York,Albany County,6,1,14225,7213,7012,3988,3704,1633,1650,27,14,828,903,21,18,716,723,4673,4393,2049,2065,78,58,1129,1214,33,34,6132,5930,3481,3250,1288,1267,10,2,816,888,18,1,519,522,3982,3751,1542,1517,26,11,1092,1173,24,9,1081,1082,507,454,345,383,17,12,12,15,3,17,197,201,691,642,507,548,52,47,37,41,9,25
050,36,001,New York,Albany County,6,2,15870,8192,7678,5122,4743,1447,1517,32,36,878,742,9,13,704,627,5803,5341,1839,1892,65,72,1197,1001,24,23,7275,6814,4541,4256,1233,1293,13,16,859,732,3,7,626,510,5147,4744,1556,1567,35,35,1169,977,15,14,917,864,581,487,214,224,19,20,19,10,6,6,78,117,656,597,283,325,30,37,28,24,9,9
050,36,001,New York,Albany County,6,3,16540,8385,8155,5126,4871,1567,1710,46,30,882,830,11,11,753,703,5830,5529,2000,2135,91,81,1221,1121,30,23,7519,7253,4609,4331,1366,1497,11,7,867,809,2,10,664,599,5236,4893,1720,1832,43,40,1195,1091,17,18,866,902,517,540,201,213,35,23,15,21,9,1,89,104,594,636,280,303,48,41,26,30,13,5
050,36,001,New York,Albany County,6,4,22888,11439,11449,7719,7706,2011,2061,56,33,974,975,12,13,667,661,8337,8309,2419,2482,112,90,1259,1235,25,34,10249,10274,6954,7000,1734,1748,26,12,953,959,9,8,573,547,7486,7501,2057,2071,63,47,1232,1210,20,25,1190,1175,765,706,277,313,30,21,21,16,3,5,94,114,851,808,362,411,49,43,27,25,5,9
050,36,001,New York,Albany County,6,5,33050,16176,16874,11159,11554,2565,2763,41,81,1617,1847,18,10,776,619,11869,12114,3028,3134,119,154,1950,2113,48,25,14652,15271,10188,10505,2185,2378,21,26,1609,1832,14,2,635,528,10769,10985,2530,2671,66,78,1935,2091,38,16,1524,1603,971,1049,380,385,20,55,8,15,4,8,141,91,1100,1129,498,463,53,76,15,22,10,9
050,36,001,New York,Albany County,6,6,21395,10657,10738,7232,7085,1880,1970,52,32,1031,1140,11,18,451,493,7652,7537,2141,2254,91,80,1217,1352,35,39,9654,9690,6570,6390,1656,1743,21,9,1023,1128,5,11,379,409,6920,6765,1861,1957,46,41,1206,1334,26,29,1003,1048,662,695,224,227,31,23,8,12,6,7,72,84,732,772,280,297,45,39,11,18,9,10
050,36,001,New York,Albany County,6,7,21203,10627,10576,7341,7158,1842,1977,78,42,985,1002,7,9,374,388,7669,7509,2013,2191,125,85,1179,1172,32,39,9591,9637,6641,6524,1647,1777,9,16,980,993,3,6,311,321,6911,6809,1774,1939,40,48,1169,1160,23,32,1036,939,700,634,195,200,69,26,5,9,4,3,63,67,758,700,239,252,85,37,10,12,9,7
050,36,001,New York,Albany County,6,8,20660,10423,10237,7348,7206,1544,1620,77,40,1189,1074,6,9,259,288,7570,7452,1662,1769,113,75,1327,1222,32,34,9507,9332,6705,6561,1382,1441,19,16,1176,1065,3,6,222,243,6892,6763,1472,1556,46,43,1311,1210,26,29,916,905,643,645,162,179,58,24,13,9,3,3,37,45,678,689,190,213,67,32,16,12,6,5
050,36,001,New York,Albany County,6,9,19736,9810,9926,7303,7109,1286,1508,19,34,983,1027,9,8,210,240,7483,7299,1385,1635,48,64,1093,1154,23,30,9016,9178,6708,6567,1160,1358,3,15,974,1025,7,5,164,208,6845,6727,1226,1459,23,43,1080,1149,18,24,794,748,595,542,126,150,16,19,9,2,2,3,46,32,638,572,159,176,25,21,13,5,5,6
050,36,001,New York,Albany County,6,10,17132,8492,8640,6238,6091,1182,1302,21,74,889,932,8,16,154,225,6361,6256,1257,1436,50,108,968,1048,22,38,7853,7983,5767,5682,1075,1159,7,16,880,928,2,8,122,190,5861,5815,1127,1265,27,43,956,1041,15,28,639,657,471,409,107,143,14,58,9,4,6,8,32,35,500,441,130,171,23,65,12,7,7,10
050,36,001,New York,Albany County,6,11,17502,8626,8876,6463,6615,1118,1287,38,52,889,745,3,6,115,171,6545,6727,1174,1383,69,93,949,836,11,27,8133,8312,6083,6226,1047,1189,15,11,886,741,1,4,101,141,6152,6313,1093,1259,43,46,945,831,8,22,493,564,380,389,71,98,23,41,3,4,2,2,14,30,393,414,81,124,26,47,4,5,3,5
050,36,001,New York,Albany County,6,12,18719,9123,9596,7282,7487,1104,1260,53,91,556,566,10,7,118,185,7368,7617,1157,1368,87,138,614,654,23,26,8637,9042,6924,7172,1037,1139,19,20,550,560,6,3,101,148,6994,7266,1078,1215,49,63,606,645,18,19,486,554,358,315,67,121,34,71,6,6,4,4,17,37,374,351,79,153,38,75,8,9,5,7
050,36,001,New York,Albany County,6,13,20114,9747,10367,8025,8552,1013,1176,97,31,491,484,5,3,116,121,8108,8632,1055,1237,139,78,562,537,19,18,9329,9955,7736,8269,967,1091,24,19,489,479,3,2,110,95,7813,8325,1006,1134,65,58,558,531,17,15,418,412,289,283,46,85,73,12,2,5,2,1,6,26,295,307,49,103,74,20,4,6,2,3
050,36,001,New York,Albany County,6,14,18572,8809,9763,7524,8243,827,1026,26,26,348,363,6,4,78,101,7575,8300,857,1083,58,73,387,402,14,13,8552,9408,7339,7982,781,963,13,16,344,360,3,4,72,83,7386,8024,807,1007,41,59,383,396,10,12,257,355,185,261,46,63,13,10,4,3,3,0,6,18,189,276,50,76,17,14,4,6,4,1
050,36,001,New York,Albany County,6,15,15720,7232,8488,6311,7377,577,744,16,18,260,268,1,1,67,80,6358,7419,608,792,45,66,286,299,11,9,7038,8210,6177,7154,539,707,11,8,259,265,0,1,52,75,6209,7191,560,751,36,55,283,296,8,9,194,278,134,223,38,37,5,10,1,3,1,0,15,5,149,228,48,41,9,11,3,3,3,0
050,36,001,New York,Albany County,6,16,12200,5547,6653,4898,5829,419,535,14,15,168,215,1,2,47,57,4925,5865,440,558,38,49,184,236,8,14,5430,6476,4823,5687,388,513,10,11,167,215,1,1,41,49,4846,5715,405,532,32,41,181,235,8,13,117,177,75,142,31,22,4,4,1,0,0,1,6,8,79,150,35,26,6,8,3,1,0,1
050,36,001,New York,Albany County,6,17,7221,2909,4312,2585,3815,196,342,9,14,90,106,0,1,29,34,2605,3838,209,356,27,37,95,115,4,5,2847,4206,2538,3738,192,321,6,12,90,105,0,0,21,30,2551,3759,201,333,21,32,94,113,2,3,62,106,47,77,4,21,3,2,0,1,0,1,8,4,54,79,8,23,6,5,1,2,2,2
050,36,001,New York,Albany County,6,18,7217,2372,4845,2070,4375,161,300,13,11,80,120,1,0,47,39,2102,4405,175,315,32,34,104,133,14,3,2314,4719,2026,4265,155,297,11,6,80,119,1,0,41,32,2054,4289,166,307,28,26,102,130,13,2,58,126,44,110,6,3,2,5,0,1,0,0,6,7,48,116,9,8,4,8,2,3,1,1
050,36,003,New York,Allegany County,1,0,46477,23733,22744,22614,21788,421,267,82,75,265,322,9,15,342,277,22924,22035,578,405,181,147,382,413,25,33,23198,22326,22204,21475,374,230,55,49,260,320,4,11,301,241,22476,21695,510,344,136,105,371,407,17,27,535,418,410,313,47,37,27,26,5,2,5,4,41,36,448,340,68,61,45,42,11,6,8,6
050,36,003,New York,Allegany County,1,1,2413,1224,1189,1153,1114,19,12,4,3,11,13,0,0,37,47,1188,1160,37,34,11,11,24,30,1,1,1183,1159,1123,1090,14,10,3,1,11,13,0,0,32,45,1153,1135,31,30,8,8,22,30,1,1,41,30,30,24,5,2,1,2,0,0,0,0,5,2,35,25,6,4,3,3,2,0,0,0
050,36,003,New York,Allegany County,1,2,2537,1375,1162,1325,1115,5,10,8,4,6,9,0,0,31,24,1353,1138,19,21,14,7,19,18,1,2,1336,1133,1296,1093,4,9,3,2,6,9,0,0,27,20,1320,1112,15,18,8,3,19,18,1,2,39,29,29,22,1,1,5,2,0,0,0,0,4,4,33,26,4,3,6,4,0,0,0,0
050,36,003,New York,Allegany County,1,3,2743,1365,1378,1294,1332,14,8,5,6,11,9,1,0,40,23,1332,1353,35,22,14,10,24,15,2,1,1316,1339,1260,1303,10,7,4,2,10,9,0,0,32,18,1290,1319,25,18,11,4,23,15,1,1,49,39,34,29,4,1,1,4,1,0,1,0,8,5,42,34,10,4,3,6,1,0,1,0
050,36,003,New York,Allegany County,1,4,4470,2457,2013,2224,1813,106,77,7,5,59,64,1,1,60,53,2281,1859,139,105,23,17,79,86,5,5,2378,1932,2164,1753,94,66,6,3,58,64,1,0,55,46,2216,1795,125,89,18,11,76,84,4,4,79,81,60,60,12,11,1,2,1,0,0,1,5,7,65,64,14,16,5,6,3,2,1,1
050,36,003,New York,Allegany County,1,5,4114,2188,1926,1955,1750,125,68,6,3,55,64,2,2,45,39,1994,1781,146,89,19,10,71,81,4,7,2104,1874,1893,1721,113,56,4,1,55,63,1,1,38,32,1927,1746,130,71,13,7,70,79,3,6,84,52,62,29,12,12,2,2,0,1,1,1,7,7,67,35,16,18,6,3,1,2,1,1
050,36,003,New York,Allegany County,1,6,2241,1166,1075,1086,1007,23,22,9,6,26,26,0,4,22,10,1103,1016,29,27,15,10,39,27,2,5,1133,1053,1061,989,21,20,4,4,26,26,0,4,21,10,1077,998,27,25,9,8,39,27,2,5,33,22,25,18,2,2,5,2,0,0,0,0,1,0,26,18,2,2,6,2,0,0,0,0
050,36,003,New York,Allegany County,1,7,2417,1242,1175,1178,1114,25,14,8,7,15,23,2,2,14,15,1190,1128,30,20,11,12,22,30,3,2,1202,1154,1144,1099,24,13,5,5,15,23,1,0,13,14,1155,1112,29,19,8,9,22,30,1,0,40,21,34,15,1,1,3,2,0,0,1,2,1,1,35,16,1,1,3,3,0,0,2,2
050,36,003,New York,Allegany County,1,8,2427,1208,1219,1147,1180,18,9,12,2,17,18,2,1,12,9,1158,1187,22,14,15,7,22,19,3,1,1182,1193,1127,1157,18,8,8,2,17,17,0,1,12,8,1138,1164,22,12,11,6,22,18,1,1,26,26,20,23,0,1,4,0,0,1,2,0,0,1,20,23,0,2,4,1,0,1,2,0
050,36,003,New York,Allegany County,1,9,2390,1215,1175,1171,1154,14,4,2,2,14,9,1,0,13,6,1183,1160,21,6,7,2,16,12,1,1,1193,1159,1152,1141,14,4,2,1,14,9,1,0,10,4,1161,1145,20,6,5,1,16,11,1,0,22,16,19,13,0,0,0,1,0,0,0,0,3,2,22,15,1,0,2,1,0,1,0,1
050,36,003,New York,Allegany County,1,10,2422,1217,1205,1175,1173,20,8,3,6,7,9,0,0,12,9,1185,1181,23,11,7,11,13,11,1,0,1185,1185,1151,1159,14,8,3,3,5,9,0,0,12,6,1161,1165,17,10,7,5,11,11,1,0,32,20,24,14,6,0,0,3,2,0,0,0,0,3,24,16,6,1,0,6,2,0,0,0
050,36,003,New York,Allegany County,1,11,2686,1344,1342,1302,1307,14,6,3,3,14,19,0,1,11,6,1311,1313,20,9,9,6,14,19,1,1,1312,1325,1279,1296,12,3,0,1,14,19,0,1,7,5,1285,1301,15,5,5,4,14,19,0,1,32,17,23,11,2,3,3,2,0,0,0,0,4,1,26,12,5,4,4,2,0,0,1,0
050,36,003,New York,Allegany County,1,12,3183,1616,1567,1582,1527,9,5,7,8,7,19,0,0,11,8,1592,1534,11,9,14,11,9,20,1,1,1602,1557,1570,1518,9,5,6,7,6,19,0,0,11,8,1580,1525,11,9,13,10,8,20,1,1,14,10,12,9,0,0,1,1,1,0,0,0,0,0,12,9,0,0,1,1,1,0,0,0
050,36,003,New York,Allegany County,1,13,3348,1727,1621,1699,1585,12,5,2,4,6,19,0,2,8,6,1707,1590,16,9,7,7,6,19,0,2,1714,1611,1688,1575,12,5,1,4,6,19,0,2,7,6,1695,1580,16,9,5,7,6,19,0,2,13,10,11,10,0,0,1,0,0,0,0,0,1,0,12,10,0,0,2,0,0,0,0,0
050,36,003,New York,Allegany County,1,14,2985,1509,1476,1482,1448,9,4,3,7,8,7,0,1,7,9,1489,1456,14,6,6,11,8,11,0,2,1498,1463,1472,1436,8,4,3,6,8,7,0,1,7,9,1479,1444,13,6,6,10,8,11,0,2,11,13,10,12,1,0,0,1,0,0,0,0,0,0,10,12,1,0,0,1,0,0,0,0
050,36,003,New York,Allegany County,1,15,2456,1254,1202,1244,1177,1,4,0,5,1,6,0,1,8,9,1251,1184,5,9,3,9,3,7,0,2,1247,1194,1239,1173,1,4,0,4,1,6,0,1,6,6,1244,1179,4,6,3,7,2,7,0,1,7,8,5,4,0,0,0,1,0,0,0,0,2,3,7,5,1,3,0,2,1,0,0,1
050,36,003,New York,Allegany County,1,16,1559,765,794,754,781,5,5,1,0,3,6,0,0,2,2,756,782,6,7,1,1,4,6,0,0,758,790,748,778,4,4,1,0,3,6,0,0,2,2,750,779,5,6,1,1,4,6,0,0,7,4,6,3,1,1,0,0,0,0,0,0,0,0,6,3,1,1,0,0,0,0,0,0
050,36,003,New York,Allegany County,1,17,1037,475,562,465,552,1,5,2,2,3,2,0,0,4,1,469,553,3,6,2,2,5,2,0,0,474,549,464,541,1,4,2,1,3,2,0,0,4,1,468,542,3,5,2,1,5,2,0,0,1,13,1,11,0,1,0,1,0,0,0,0,0,0,1,11,0,1,0,1,0,0,0,0
050,36,003,New York,Allegany County,1,18,1049,386,663,378,659,1,1,0,2,2,0,0,0,5,1,382,660,2,1,3,3,4,0,0,0,381,656,373,653,1,0,0,2,2,0,0,0,5,1,377,654,2,0,3,3,4,0,0,0,5,7,5,6,0,1,0,0,0,0,0,0,0,0,5,6,0,1,0,0,0,0,0,0
050,36,003,New York,Allegany County,2,0,47358,24230,23128,23031,22106,471,292,87,82,282,338,10,15,349,295,23320,22378,645,439,183,159,417,437,31,27,23665,22688,22603,21785,415,250,58,50,277,336,4,11,308,256,22859,22022,561,368,138,115,402,432,24,20,565,440,428,321,56,42,29,32,5,2,6,4,41,39,461,356,84,71,45,44,15,5,7,7
050,36,003,New York,Allegany County,2,1,2419,1217,1202,1146,1128,20,9,4,5,10,12,0,0,37,48,1176,1173,40,34,11,10,26,31,2,2,1174,1167,1115,1102,14,7,3,1,10,12,0,0,32,45,1141,1145,29,29,9,6,25,31,2,1,43,35,31,26,6,2,1,4,0,0,0,0,5,3,35,28,11,5,2,4,1,0,0,1
050,36,003,New York,Allegany County,2,2,2524,1365,1159,1315,1109,5,10,8,5,7,9,0,0,30,26,1339,1133,24,25,14,9,18,17,0,1,1327,1130,1287,1088,4,9,3,2,7,9,0,0,26,22,1307,1108,19,20,9,6,18,17,0,1,38,29,28,21,1,1,5,3,0,0,0,0,4,4,32,25,5,5,5,3,0,0,0,0
050,36,003,New York,Allegany County,2,3,2732,1358,1374,1290,1328,13,7,5,7,10,9,1,0,39,23,1325,1349,35,21,12,13,25,17,2,0,1309,1334,1256,1299,9,6,4,2,9,9,0,0,31,18,1284,1315,26,17,7,7,23,16,1,0,49,40,34,29,4,1,1,5,1,0,1,0,8,5,41,34,9,4,5,6,2,1,1,0
050,36,003,New York,Allegany County,2,4,4909,2707,2202,2444,1977,127,92,8,5,63,70,1,1,64,57,2499,2032,165,121,27,13,88,94,3,5,2615,2111,2374,1910,112,78,7,3,62,70,1,0,59,50,2425,1958,145,102,23,10,85,93,3,3,92,91,70,67,15,14,1,2,1,0,0,1,5,7,74,74,20,19,4,3,3,1,0,2
050,36,003,New York,Allegany County,2,5,4606,2461,2145,2186,1936,150,81,7,4,67,76,2,2,49,46,2229,1977,169,105,20,15,90,94,3,4,2367,2083,2118,1901,134,67,5,1,67,75,1,1,42,38,2156,1935,149,87,15,8,88,92,2,3,94,62,68,35,16,14,2,3,0,1,1,1,7,8,73,42,20,18,5,7,2,2,1,1
050,36,003,New York,Allegany County,2,6,2268,1182,1086,1098,1016,24,22,9,7,28,27,0,4,23,10,1116,1026,31,26,13,11,42,29,4,4,1149,1065,1073,1000,22,20,4,4,28,27,0,4,22,10,1091,1010,28,24,8,8,41,29,4,4,33,21,25,16,2,2,5,3,0,0,0,0,1,0,25,16,3,2,5,3,1,0,0,0
050,36,003,New York,Allegany County,2,7,2397,1230,1167,1162,1106,27,13,9,7,15,24,2,2,15,15,1173,1119,36,20,13,12,20,30,3,2,1189,1147,1128,1092,26,12,5,5,15,24,1,0,14,14,1138,1104,35,18,8,9,20,30,2,0,41,20,34,14,1,1,4,2,0,0,1,2,1,1,35,15,1,2,5,3,0,0,1,2
050,36,003,New York,Allegany County,2,8,2434,1210,1224,1150,1184,16,10,13,3,17,17,3,1,11,9,1159,1192,20,12,16,6,23,21,3,2,1180,1198,1128,1161,16,9,8,3,17,16,0,1,11,8,1137,1169,20,10,11,5,23,20,0,2,30,26,22,23,0,1,5,0,0,1,3,0,0,1,22,23,0,2,5,1,0,1,3,0
050,36,003,New York,Allegany County,2,9,2379,1210,1169,1166,1148,15,4,2,2,13,8,1,0,13,7,1178,1155,20,10,5,4,16,8,4,0,1190,1154,1149,1136,15,4,2,1,13,8,1,0,10,5,1158,1141,18,8,5,2,16,8,3,0,20,15,17,12,0,0,0,1,0,0,0,0,3,2,20,14,2,2,0,2,0,0,1,0
