SUMLEV,STATE,COUNTY,STNAME,CTYNAME,YEAR,AGEGRP,TOT_POP,TOT_MALE,TOT_FEMALE,WA_MALE,WA_FEMALE,BA_MALE,BA_FEMALE,IA_MALE,IA_FEMALE,AA_MALE,AA_FEMALE,NA_MALE,NA_FEMALE,TOM_MALE,TOM_FEMALE,WAC_MALE,WAC_FEMALE,BAC_MALE,BAC_FEMALE,IAC_MALE,IAC_FEMALE,AAC_MALE,AAC_FEMALE,NAC_MALE,NAC_FEMALE,NH_MALE,NH_FEMALE,NHWA_MALE,NHWA_FEMALE,NHBA_MALE,NHBA_FEMALE,NHIA_MALE,NHIA_FEMALE,NHAA_MALE,NHAA_FEMALE,NHNA_MALE,NHNA_FEMALE,NHTOM_MALE,NHTOM_FEMALE,NHWAC_MALE,NHWAC_FEMALE,NHBAC_MALE,NHBAC_FEMALE,NHIAC_MALE,NHIAC_FEMALE,NHAAC_MALE,NHAAC_FEMALE,NHNAC_MALE,NHNAC_FEMALE,H_MALE,H_FEMALE,HWA_MALE,HWA_FEMALE,HBA_MALE,HBA_FEMALE,HIA_MALE,HIA_FEMALE,HAA_MALE,HAA_FEMALE,HNA_MALE,HNA_FEMALE,HTOM_MALE,HTOM_FEMALE,HWAC_MALE,HWAC_FEMALE,HBAC_MALE,HBAC_FEMALE,HIAC_MALE,HIAC_FEMALE,HAAC_MALE,HAAC_FEMALE,HNAC_MALE,HNAC_FEMALE
050,36,075,New York,Oswego County,2,15,5411,2674,2737,2626,2695,8,10,11,7,9,14,0,0,20,11,2644,2702,12,17,25,13,13,15,0,1,2648,2722,2606,2684,6,8,10,7,8,14,0,0,18,9,2622,2690,9,13,23,12,12,15,0,1,26,15,20,11,2,2,1,0,1,0,0,0,2,2,22,12,3,4,2,1,1,0,0,0
050,36,075,New York,Oswego County,2,16,3482,1631,1851,1602,1827,6,4,5,4,7,11,0,0,11,5,1613,1832,10,6,11,6,7,12,1,0,1619,1841,1592,1817,6,4,4,4,7,11,0,0,10,5,1602,1822,10,6,10,6,7,12,0,0,12,10,10,10,0,0,1,0,0,0,0,0,1,0,11,10,0,0,1,0,0,0,1,0
050,36,075,New York,Oswego County,2,17,2103,895,1208,872,1187,5,4,3,1,4,6,0,1,11,9,883,1195,6,6,10,6,7,8,0,2,890,1201,868,1180,4,4,3,1,4,6,0,1,11,9,879,1188,5,6,10,6,7,8,0,2,5,7,4,7,1,0,0,0,0,0,0,0,0,0,4,7,1,0,0,0,0,0,0,0
050,36,075,New York,Oswego County,2,18,1980,765,1215,748,1187,4,5,4,7,2,7,0,1,7,8,755,1191,6,9,7,12,4,9,0,2,758,1198,743,1173,4,5,4,6,2,7,0,1,5,6,748,1176,5,8,7,10,3,8,0,2,7,17,5,14,0,0,0,1,0,0,0,0,2,2,7,15,1,1,0,2,1,1,0,0
050,36,075,New York,Oswego County,3,0,118010,59453,58557,56873,56047,830,671,295,299,350,528,24,22,1081,990,57857,56957,1317,1127,603,577,702,847,67,56,57526,56697,55320,54528,662,537,235,236,338,509,21,17,950,870,56184,55328,1074,926,496,463,675,814,58,47,1927,1860,1553,1519,168,134,60,63,12,19,3,5,131,120,1673,1629,243,201,107,114,27,33,9,9
050,36,075,New York,Oswego County,3,1,6184,3117,3067,2905,2818,39,55,19,17,16,27,0,0,138,150,3037,2960,108,130,47,50,63,79,4,0,2927,2899,2762,2695,26,46,10,8,14,25,0,0,115,125,2872,2815,83,107,32,29,57,75,2,0,190,168,143,123,13,9,9,9,2,2,0,0,23,25,165,145,25,23,15,21,6,4,2,0
050,36,075,New York,Oswego County,3,2,6740,3489,3251,3225,3004,39,60,19,13,23,22,2,1,181,151,3399,3148,129,137,56,48,83,67,4,3,3302,3073,3079,2876,30,39,11,10,23,19,0,0,159,129,3231,2998,108,104,40,36,82,63,1,2,187,178,146,128,9,21,8,3,0,3,2,1,22,22,168,150,21,33,16,12,1,4,3,1
050,36,075,New York,Oswego County,3,3,7163,3705,3458,3486,3269,46,42,11,10,24,24,3,1,135,112,3615,3372,111,101,39,29,67,64,8,5,3502,3263,3306,3095,36,32,11,9,23,22,3,1,123,104,3423,3191,94,85,35,27,66,60,7,5,203,195,180,174,10,10,0,1,1,2,0,0,12,8,192,181,17,16,4,2,1,4,1,0
050,36,075,New York,Oswego County,3,4,8836,4446,4390,4152,4030,103,120,20,24,38,81,1,2,132,133,4270,4149,172,189,47,53,83,130,7,9,4191,4122,3954,3817,74,95,16,17,37,74,1,1,109,118,4056,3923,127,153,34,41,78,122,6,6,255,268,198,213,29,25,4,7,1,7,0,1,23,15,214,226,45,36,13,12,5,8,1,3
050,36,075,New York,Oswego County,3,5,8194,4298,3896,3984,3552,125,120,14,18,67,94,2,3,106,109,4073,3657,181,172,42,45,103,127,8,8,4110,3685,3839,3379,100,103,10,16,67,94,2,3,92,90,3915,3466,148,145,33,37,101,121,8,6,188,211,145,173,25,17,4,2,0,0,0,0,14,19,158,191,33,27,9,8,2,6,0,2
050,36,075,New York,Oswego County,3,6,6899,3512,3387,3303,3217,71,51,27,23,23,35,5,1,83,60,3380,3271,105,78,48,39,54,53,8,6,3377,3245,3203,3104,50,37,19,13,22,33,4,1,79,57,3276,3155,83,63,38,27,52,51,7,6,135,142,100,113,21,14,8,10,1,2,1,0,4,3,104,116,22,15,10,12,2,2,1,0
050,36,075,New York,Oswego County,3,7,7404,3794,3610,3618,3484,76,38,16,15,23,31,3,2,58,40,3670,3520,95,57,38,27,43,44,6,3,3652,3501,3493,3393,66,28,16,12,21,31,3,1,53,36,3540,3426,84,44,34,22,41,44,6,2,142,109,125,91,10,10,0,3,2,0,0,1,5,4,130,94,11,13,4,5,2,0,0,1
050,36,075,New York,Oswego County,3,8,6947,3567,3380,3412,3253,65,31,22,17,20,29,1,2,47,48,3454,3300,84,47,40,31,35,45,3,5,3423,3271,3304,3161,46,25,16,14,19,28,1,1,37,42,3336,3202,59,38,30,25,33,44,3,4,144,109,108,92,19,6,6,3,1,1,0,1,10,6,118,98,25,9,10,6,2,1,0,1
050,36,075,New York,Oswego County,3,9,6636,3323,3313,3198,3201,51,29,23,19,20,28,1,2,30,34,3223,3231,62,43,34,31,30,40,4,2,3213,3191,3109,3093,40,24,16,14,20,28,1,2,27,30,3132,3119,50,36,25,24,30,40,3,2,110,122,89,108,11,5,7,5,0,0,0,0,3,4,91,112,12,7,9,7,0,0,1,0
050,36,075,New York,Oswego County,3,10,6375,3212,3163,3120,3080,32,18,10,18,21,26,1,1,28,20,3143,3097,44,27,19,24,30,33,4,2,3113,3075,3034,3003,25,14,10,14,20,26,1,1,23,17,3052,3017,34,21,18,19,28,33,4,2,99,88,86,77,7,4,0,4,1,0,0,0,5,3,91,80,10,6,1,5,2,0,0,0
050,36,075,New York,Oswego County,3,11,8063,4002,4061,3891,3952,45,27,22,29,20,23,0,3,24,27,3912,3976,52,36,32,40,28,32,2,4,3923,3992,3823,3894,40,24,17,24,19,23,0,2,24,25,3844,3916,47,33,27,33,27,32,2,3,79,69,68,58,5,3,5,5,1,0,0,1,0,2,68,60,5,3,5,7,1,0,0,1
050,36,075,New York,Oswego County,3,12,9219,4678,4541,4562,4448,45,23,33,23,13,23,2,0,23,24,4584,4468,49,31,46,36,19,30,4,1,4603,4474,4493,4387,44,21,30,21,12,22,2,0,22,23,4514,4406,47,28,43,34,18,29,4,1,75,67,69,61,1,2,3,2,1,1,0,0,1,1,70,62,2,3,3,2,1,1,0,0
050,36,075,New York,Oswego County,3,13,8881,4518,4363,4421,4270,41,18,17,29,11,26,3,1,25,19,4445,4288,46,22,29,39,20,30,3,3,4470,4324,4380,4238,39,16,15,25,11,25,3,1,22,19,4402,4256,42,20,26,35,19,29,3,3,48,39,41,32,2,2,2,4,0,1,0,0,3,0,43,32,4,2,3,4,1,1,0,0
050,36,075,New York,Oswego County,3,14,7152,3648,3504,3580,3426,26,12,15,22,7,21,0,1,20,22,3593,3443,34,18,26,35,14,28,1,2,3624,3467,3560,3400,24,9,14,18,7,21,0,1,19,18,3572,3414,31,14,25,29,14,26,1,2,24,37,20,26,2,3,1,4,0,0,0,0,1,4,21,29,3,4,1,6,0,2,0,0
050,36,075,New York,Oswego County,3,15,5741,2810,2931,2760,2881,8,13,13,9,10,12,0,0,19,16,2776,2893,16,17,25,21,12,15,0,1,2785,2909,2741,2864,7,10,11,9,9,12,0,0,17,14,2755,2874,13,14,23,19,11,15,0,1,25,22,19,17,1,3,2,0,1,0,0,0,2,2,21,19,3,3,2,2,1,0,0,0
050,36,075,New York,Oswego County,3,16,3476,1643,1833,1609,1806,9,6,6,4,7,12,0,0,12,5,1618,1811,15,7,12,8,9,12,1,0,1630,1822,1600,1795,7,6,5,4,7,12,0,0,11,5,1608,1800,12,7,11,8,9,12,1,0,13,11,9,11,2,0,1,0,0,0,0,0,1,0,10,11,3,0,1,0,0,0,0,0
050,36,075,New York,Oswego County,3,17,2145,923,1222,899,1202,4,2,4,2,4,6,0,1,12,9,910,1210,7,5,13,7,5,8,0,1,919,1214,896,1194,3,2,4,2,4,6,0,1,12,9,907,1202,6,5,13,7,5,8,0,1,4,8,3,8,1,0,0,0,0,0,0,0,0,0,3,8,1,0,0,0,0,0,0,0
050,36,075,New York,Oswego County,3,18,1955,768,1187,748,1154,5,6,4,7,3,8,0,1,8,11,755,1163,7,10,10,14,4,10,0,1,762,1170,744,1140,5,6,4,6,3,8,0,1,6,9,749,1148,6,9,9,11,4,10,0,1,6,17,4,14,0,0,0,1,0,0,0,0,2,2,6,15,1,1,1,3,0,0,0,0
050,36,075,New York,Oswego County,4,0,118110,59509,58601,56806,56031,890,722,297,295,378,524,25,22,1113,1007,57842,56976,1379,1180,606,574,741,847,68,56,57520,56650,55207,54443,717,578,233,230,366,504,21,16,976,879,56115,55268,1128,960,493,461,711,809,60,47,1989,1951,1599,1588,173,144,64,65,12,20,4,6,137,128,1727,1708,251,220,113,113,30,38,8,9
050,36,075,New York,Oswego County,4,1,5984,3063,2921,2854,2708,47,51,14,15,14,18,0,0,134,129,2987,2831,111,115,38,42,60,62,2,0,2882,2744,2716,2576,31,38,8,8,12,16,0,0,115,106,2830,2679,83,89,27,25,55,57,2,0,181,177,138,132,16,13,6,7,2,2,0,0,19,23,157,152,28,26,11,17,5,5,0,0
050,36,075,New York,Oswego County,4,2,6762,3460,3302,3190,3047,41,58,20,13,25,25,2,1,182,158,3368,3198,129,138,50,45,88,76,8,4,3270,3123,3044,2914,37,42,9,10,25,22,0,0,155,135,3195,3043,111,108,32,33,85,72,3,3,190,179,146,133,4,16,11,3,0,3,2,1,27,23,173,155,18,30,18,12,3,4,5,1
050,36,075,New York,Oswego County,4,3,7084,3693,3391,3456,3182,49,57,18,11,25,26,4,0,141,115,3591,3291,119,114,49,35,73,67,5,1,3477,3195,3271,3013,35,41,16,8,25,26,3,0,127,107,3392,3114,97,93,42,30,71,65,4,1,216,196,185,169,14,16,2,3,0,0,1,0,14,8,199,177,22,21,7,5,2,2,1,0
050,36,075,New York,Oswego County,4,4,8955,4488,4467,4170,4092,117,131,14,26,38,76,1,3,148,139,4301,4223,196,201,49,58,86,124,6,10,4220,4186,3965,3870,87,104,10,19,36,68,1,2,121,123,4076,3986,147,161,33,47,81,115,6,8,268,281,205,222,30,27,4,7,2,8,0,1,27,16,225,237,49,40,16,11,5,9,0,2
050,36,075,New York,Oswego County,4,5,8396,4429,3967,4090,3615,133,137,18,15,80,87,3,3,105,110,4179,3718,189,191,43,42,116,124,10,8,4224,3744,3923,3429,110,120,14,13,80,86,3,3,94,93,4001,3516,160,167,37,34,113,116,10,6,205,223,167,186,23,17,4,2,0,1,0,0,11,17,178,202,29,24,6,8,3,8,0,2
050,36,075,New York,Oswego County,4,6,6767,3466,3301,3244,3124,84,48,21,21,30,42,3,1,84,65,3327,3187,120,77,42,37,56,62,5,3,3331,3161,3146,3011,61,35,16,13,29,40,2,1,77,61,3222,3070,94,60,34,29,54,60,4,3,135,140,98,113,23,13,5,8,1,2,1,0,7,4,105,117,26,17,8,8,2,2,1,0
050,36,075,New York,Oswego County,4,7,7422,3775,3647,3575,3511,79,43,24,17,27,29,5,3,65,44,3636,3551,101,63,46,32,51,42,7,4,3628,3523,3449,3411,67,31,19,13,26,29,5,1,62,38,3507,3446,89,47,38,25,50,42,7,2,147,124,126,100,12,12,5,4,1,0,0,2,3,6,129,105,12,16,8,7,1,0,0,2
050,36,075,New York,Oswego County,4,8,7067,3603,3464,3445,3330,68,38,21,18,19,30,0,2,50,46,3491,3372,85,58,37,34,37,47,4,2,3458,3341,3335,3227,51,30,15,13,18,29,0,1,39,41,3371,3264,63,46,27,27,33,45,4,1,145,123,110,103,17,8,6,5,1,1,0,1,11,5,120,108,22,12,10,7,4,2,0,1
050,36,075,New York,Oswego County,4,9,6811,3463,3348,3340,3233,49,29,22,23,20,28,1,1,31,34,3369,3264,62,42,33,33,27,38,3,5,3335,3224,3237,3123,37,25,15,18,20,27,1,1,25,30,3261,3150,46,36,23,27,27,36,3,5,128,124,103,110,12,4,7,5,0,1,0,0,6,4,108,114,16,6,10,6,0,2,0,0
050,36,075,New York,Oswego County,4,10,6140,3075,3065,2982,2985,40,15,9,13,21,27,0,2,23,23,3001,3005,48,27,18,19,27,33,4,4,2985,2967,2903,2900,32,10,9,11,20,27,0,2,21,17,2920,2914,39,18,17,15,26,33,4,4,90,98,79,85,8,5,0,2,1,0,0,0,2,6,81,91,9,9,1,4,1,0,0,0
050,36,075,New York,Oswego County,4,11,7754,3844,3910,3736,3799,39,29,23,27,21,23,1,3,24,29,3759,3826,46,38,35,37,26,33,2,5,3756,3839,3658,3738,35,27,18,21,20,23,1,2,24,28,3681,3764,42,35,30,31,25,33,2,4,88,71,78,61,4,2,5,6,1,0,0,1,0,1,78,62,4,3,5,6,1,0,0,1
050,36,075,New York,Oswego County,4,12,8924,4508,4416,4397,4315,45,25,29,30,14,24,2,0,21,22,4416,4335,49,31,41,41,21,28,2,3,4439,4349,4334,4257,43,22,27,27,13,23,2,0,20,20,4352,4275,46,27,39,37,20,27,2,3,69,67,63,58,2,3,2,3,1,1,0,0,1,2,64,60,3,4,2,4,1,1,0,0
050,36,075,New York,Oswego County,4,13,8940,4526,4414,4419,4329,47,17,22,19,10,26,3,1,25,22,4441,4349,51,21,35,30,20,34,4,2,4480,4370,4380,4290,45,16,20,16,9,25,3,1,23,22,4400,4310,49,20,31,27,19,33,4,2,46,44,39,39,2,1,2,3,1,1,0,0,2,0,41,39,2,1,4,3,1,1,0,0
050,36,075,New York,Oswego County,4,14,7372,3787,3585,3713,3493,26,18,13,26,8,23,0,1,27,24,3735,3515,32,23,28,41,17,27,2,3,3756,3541,3687,3467,24,14,12,20,8,23,0,1,25,16,3707,3481,29,17,26,30,17,26,2,3,31,44,26,26,2,4,1,6,0,0,0,0,2,8,28,34,3,6,2,11,0,1,0,0
050,36,075,New York,Oswego County,4,15,5729,2775,2954,2724,2898,10,12,13,11,10,11,0,0,18,22,2739,2918,15,19,24,23,15,16,1,1,2753,2930,2709,2879,9,10,10,11,9,11,0,0,16,19,2722,2897,12,15,21,21,14,16,1,1,22,24,15,19,1,2,3,0,1,0,0,0,2,3,17,21,3,4,3,2,1,0,0,0
050,36,075,New York,Oswego County,4,16,3823,1835,1988,1796,1963,9,7,8,2,8,13,0,0,14,3,1808,1966,14,8,18,4,9,13,1,0,1819,1979,1784,1955,7,6,7,2,8,13,0,0,13,3,1795,1958,11,7,16,4,9,13,1,0,16,9,12,8,2,1,1,0,0,0,0,0,1,0,13,8,3,1,2,0,0,0,0,0
050,36,075,New York,Oswego County,4,17,2247,981,1266,958,1243,4,2,4,4,4,7,0,1,11,9,969,1250,5,6,12,9,6,9,0,1,976,1257,954,1234,3,2,4,4,4,7,0,1,11,9,965,1241,4,6,12,9,6,9,0,1,5,9,4,9,1,0,0,0,0,0,0,0,0,0,4,9,1,0,0,0,0,0,0,0
050,36,075,New York,Oswego County,4,18,1933,738,1195,717,1164,3,5,4,4,4,9,0,0,10,13,725,1177,7,8,8,12,6,12,2,0,731,1177,712,1149,3,5,4,3,4,9,0,0,8,11,718,1160,6,8,8,10,6,11,1,0,7,18,5,15,0,0,0,1,0,0,0,0,2,2,7,17,1,0,0,2,0,1,1,0
050,36,075,New York,Oswego County,5,0,117889,59387,58502,56554,55845,939,737,318,305,400,528,29,24,1147,1063,57609,56825,1463,1239,637,580,774,878,69,65,57345,56482,54922,54217,756,576,248,236,387,506,21,17,1011,930,55855,55075,1196,998,512,468,751,834,55,51,2042,2020,1632,1628,183,161,70,69,13,22,8,7,136,133,1754,1750,267,241,125,112,23,44,14,14
050,36,075,New York,Oswego County,5,1,5857,3026,2831,2812,2611,42,54,11,11,13,12,0,0,148,143,2952,2746,116,124,40,36,65,64,3,4,2851,2667,2676,2491,28,37,8,9,11,11,0,0,128,119,2799,2603,90,94,30,27,59,59,2,3,175,164,136,120,14,17,3,2,2,1,0,0,20,24,153,143,26,30,10,9,6,5,1,1
050,36,075,New York,Oswego County,5,2,6730,3416,3314,3136,3053,55,57,25,21,16,25,2,1,182,157,3306,3206,145,134,64,52,82,78,5,4,3220,3130,2995,2922,42,43,13,12,16,21,0,0,154,132,3139,3052,116,105,39,34,81,70,3,2,196,184,141,131,13,14,12,9,0,4,2,1,28,25,167,154,29,29,25,18,1,8,2,2
050,36,075,New York,Oswego County,5,3,6971,3635,3336,3389,3106,53,62,21,12,28,28,5,0,139,128,3521,3227,124,125,48,39,76,70,6,4,3428,3147,3214,2951,39,40,18,7,28,28,2,0,127,121,3335,3065,102,100,41,31,75,69,3,4,207,189,175,155,14,22,3,5,0,0,3,0,12,7,186,162,22,25,7,8,1,1,3,0
050,36,075,New York,Oswego County,5,4,8867,4450,4417,4108,4051,130,131,15,22,38,73,2,2,157,138,4252,4180,214,201,49,51,88,120,9,9,4169,4127,3891,3816,97,104,11,17,36,66,2,1,132,123,4015,3932,161,162,35,43,85,112,9,6,281,290,217,235,33,27,4,5,2,7,0,1,25,15,237,248,53,39,14,8,3,8,0,3
050,36,075,New York,Oswego County,5,5,8321,4414,3907,4072,3563,129,128,13,19,88,85,1,4,111,108,4173,3665,188,185,36,45,125,117,6,9,4188,3663,3884,3362,107,111,11,15,88,82,1,4,97,89,3971,3446,157,157,34,35,122,108,4,7,226,244,188,201,22,17,2,4,0,3,0,0,14,19,202,219,31,28,2,10,3,9,2,2
050,36,075,New York,Oswego County,5,6,6710,3439,3271,3193,3077,110,54,26,17,40,39,4,1,66,83,3255,3151,139,94,45,41,60,66,7,4,3300,3118,3094,2954,86,39,16,11,38,36,3,1,63,77,3153,3024,113,75,33,32,58,62,6,4,139,153,99,123,24,15,10,6,2,3,1,0,3,6,102,127,26,19,12,9,2,4,1,0
050,36,075,New York,Oswego County,5,7,7382,3763,3619,3551,3471,75,43,27,21,28,35,5,3,77,46,3622,3512,105,63,48,32,57,53,8,6,3624,3483,3430,3362,65,29,20,15,28,35,5,1,76,41,3500,3398,94,46,41,24,57,53,8,4,139,136,121,109,10,14,7,6,0,0,0,2,1,5,122,114,11,17,7,8,0,0,0,2
050,36,075,New York,Oswego County,5,8,7152,3647,3505,3478,3372,69,42,21,17,24,28,3,3,52,43,3526,3412,88,59,42,32,37,42,8,4,3489,3390,3360,3278,51,32,14,13,22,27,1,1,41,39,3398,3314,66,47,27,27,35,40,4,2,158,115,118,94,18,10,7,4,2,1,2,2,11,4,128,98,22,12,15,5,2,2,4,2
050,36,075,New York,Oswego County,5,9,6926,3535,3391,3410,3268,49,27,23,26,20,32,1,0,32,38,3439,3304,61,46,36,35,28,43,3,1,3411,3273,3310,3165,38,22,16,20,20,31,1,0,26,35,3334,3198,48,38,25,29,28,42,2,1,124,118,100,103,11,5,7,6,0,1,0,0,6,3,105,106,13,8,11,6,0,1,1,0
050,36,075,New York,Oswego County,5,10,6179,3087,3092,2985,3000,43,23,12,10,23,26,0,3,24,30,3001,3024,56,39,24,17,29,38,1,4,2988,2991,2904,2915,32,18,11,8,22,26,0,3,19,21,2915,2931,43,28,20,13,28,36,1,4,99,101,81,85,11,5,1,2,1,0,0,0,5,9,86,93,13,11,4,4,1,2,0,0
050,36,075,New York,Oswego County,5,11,7393,3643,3750,3538,3640,37,28,23,24,18,27,1,2,26,29,3561,3661,45,41,33,35,28,37,2,5,3545,3654,3449,3558,33,23,19,17,18,27,1,1,25,28,3471,3578,41,35,28,28,28,37,2,4,98,96,89,82,4,5,4,7,0,0,0,1,1,1,90,83,4,6,5,7,0,0,0,1
050,36,075,New York,Oswego County,5,12,8617,4360,4257,4248,4163,47,21,24,28,19,23,2,1,20,21,4265,4180,52,28,31,36,27,32,5,2,4298,4192,4193,4105,45,19,22,26,17,22,2,1,19,19,4209,4120,49,25,29,34,25,30,5,2,62,65,55,58,2,2,2,2,2,1,0,0,1,2,56,60,3,3,2,2,2,2,0,0
050,36,075,New York,Oswego County,5,13,8994,4532,4462,4418,4361,46,22,32,25,9,27,2,1,25,26,4441,4383,53,31,46,37,15,35,2,2,4480,4409,4373,4313,45,20,29,22,8,27,2,1,23,26,4395,4335,50,29,42,34,14,35,2,2,52,53,45,48,1,2,3,3,1,0,0,0,2,0,46,48,3,2,4,3,1,0,0,0
050,36,075,New York,Oswego County,5,14,7580,3890,3690,3811,3603,24,17,12,25,9,20,1,1,33,24,3839,3625,31,26,29,36,22,25,2,2,3859,3649,3784,3579,23,15,11,19,9,19,1,1,31,16,3810,3593,29,20,27,26,22,24,2,2,31,41,27,24,1,2,1,6,0,1,0,0,2,8,29,32,2,6,2,10,0,1,0,0
050,36,075,New York,Oswego County,5,15,5854,2825,3029,2772,2964,13,12,17,15,8,14,0,1,15,23,2785,2984,20,19,25,29,9,19,1,3,2803,2999,2757,2940,11,10,14,14,7,14,0,1,14,20,2769,2958,17,15,22,27,8,19,1,2,22,30,15,24,2,2,3,1,1,0,0,0,1,3,16,26,3,4,3,2,1,0,0,1
050,36,075,New York,Oswego County,5,16,3982,1931,2051,1889,2020,9,7,8,4,9,15,0,0,16,5,1904,2024,12,10,18,6,13,16,0,0,1913,2040,1876,2011,7,5,7,4,9,15,0,0,14,5,1889,2015,8,8,17,6,13,16,0,0,18,11,13,9,2,2,1,0,0,0,0,0,2,0,15,9,4,2,1,0,0,0,0,0
050,36,075,New York,Oswego County,5,17,2429,1063,1366,1042,1344,2,4,3,4,5,8,0,1,11,5,1052,1348,5,7,12,7,5,8,0,1,1056,1355,1035,1333,2,4,3,4,5,8,0,1,11,5,1045,1337,5,7,12,7,5,8,0,1,7,11,7,11,0,0,0,0,0,0,0,0,0,0,7,11,0,0,0,0,0,0,0,0
050,36,075,New York,Oswego County,5,18,1945,731,1214,702,1178,6,5,5,4,5,11,0,0,13,16,715,1193,9,7,11,14,8,15,1,1,723,1195,697,1162,5,5,5,3,5,11,0,0,11,14,708,1176,7,7,10,11,8,14,1,1,8,19,5,16,1,0,0,1,0,0,0,0,2,2,7,17,2,0,1,3,0,1,0,0
050,36,075,New York,Oswego County,6,0,118305,59620,58685,56644,55928,999,792,326,307,422,535,34,25,1195,1098,57742,56953,1540,1293,652,609,822,877,76,68,57498,56572,54966,54228,798,617,250,238,406,516,23,17,1055,956,55937,55122,1253,1043,526,481,785,840,63,54,2122,2113,1678,1700,201,175,76,69,16,19,11,8,140,142,1805,1831,287,250,126,128,37,37,13,14
050,36,075,New York,Oswego County,6,1,5808,3035,2773,2797,2553,45,65,12,5,12,11,0,0,169,139,2957,2687,128,129,41,34,78,58,3,4,2879,2611,2678,2438,32,43,7,5,10,11,0,0,152,114,2824,2549,102,93,31,24,71,57,3,2,156,162,119,115,13,22,5,0,2,0,0,0,17,25,133,138,26,36,10,10,7,1,0,2
050,36,075,New York,Oswego County,6,2,6658,3337,3321,3050,3046,64,54,29,28,18,23,2,1,174,169,3215,3204,149,139,65,62,79,80,4,5,3135,3135,2912,2914,44,41,15,17,18,20,0,0,146,143,3049,3049,116,111,41,40,75,74,1,4,202,186,138,132,20,13,14,11,0,3,2,1,28,26,166,155,33,28,24,22,4,6,3,1
050,36,075,New York,Oswego County,6,3,6943,3627,3316,3366,3059,56,75,21,13,31,31,6,0,147,138,3505,3188,130,143,52,41,80,79,9,5,3425,3125,3198,2910,43,48,18,9,31,31,2,0,133,127,3323,3029,109,111,45,33,78,77,5,4,202,191,168,149,13,27,3,4,0,0,4,0,14,11,182,159,21,32,7,8,2,2,4,1
050,36,075,New York,Oswego County,6,4,8879,4476,4403,4099,4044,156,129,14,16,42,70,3,2,162,142,4247,4176,242,202,51,45,91,120,9,8,4198,4102,3885,3795,123,100,11,13,40,64,2,1,137,129,4013,3915,191,161,38,40,87,114,8,6,278,301,214,249,33,29,3,3,2,6,1,1,25,13,234,261,51,41,13,5,4,6,1,2
050,36,075,New York,Oswego County,6,5,8314,4359,3955,4019,3595,124,145,16,20,84,85,2,4,114,106,4119,3693,185,201,43,47,124,115,8,10,4113,3682,3818,3371,99,128,11,14,84,82,2,4,99,83,3904,3447,150,170,34,34,121,107,8,8,246,273,201,224,25,17,5,6,0,3,0,0,15,23,215,246,35,31,9,13,3,8,0,2
050,36,075,New York,Oswego County,6,6,6667,3457,3210,3210,3017,109,52,23,16,43,37,5,1,67,87,3272,3100,139,90,43,37,63,65,7,6,3326,3064,3119,2889,85,45,16,11,41,35,4,1,61,83,3177,2968,111,83,34,29,60,62,5,6,131,146,91,128,24,7,7,5,2,2,1,0,6,4,95,132,28,7,9,8,3,3,2,0
050,36,075,New York,Oswego County,6,7,7347,3743,3604,3521,3429,78,55,30,24,28,42,6,1,80,53,3592,3477,111,80,54,41,56,56,10,4,3575,3457,3384,3314,61,39,20,16,27,41,5,0,78,47,3453,3356,92,62,44,29,55,55,9,3,168,147,137,115,17,16,10,8,1,1,1,1,2,6,139,121,19,18,10,12,1,1,1,1
050,36,075,New York,Oswego County,6,8,7281,3720,3561,3535,3433,73,35,20,15,35,29,1,6,56,43,3586,3475,96,52,39,26,54,43,2,8,3562,3451,3412,3343,57,25,15,12,31,28,1,2,46,41,3454,3383,75,41,28,23,49,41,2,4,158,110,123,90,16,10,5,3,4,1,0,4,10,2,132,92,21,11,11,3,5,2,0,4
050,36,075,New York,Oswego County,6,9,6992,3584,3408,3450,3273,54,32,20,29,20,34,3,0,37,40,3485,3308,67,50,34,43,32,44,4,3,3452,3279,3346,3164,41,23,13,23,20,33,1,0,31,36,3376,3195,51,40,23,34,31,43,2,3,132,129,104,109,13,9,7,6,0,1,2,0,6,4,109,113,16,10,11,9,1,1,2,0
050,36,075,New York,Oswego County,6,10,6326,3168,3158,3061,3057,46,27,14,13,21,28,0,3,26,30,3085,3085,54,40,25,22,29,37,1,4,3054,3045,2969,2964,34,21,11,10,20,28,0,3,20,19,2987,2981,40,28,19,16,27,35,1,4,114,113,92,93,12,6,3,3,1,0,0,0,6,11,98,104,14,12,6,6,2,2,0,0
050,36,075,New York,Oswego County,6,11,7026,3453,3573,3359,3468,34,28,18,21,18,28,1,1,23,27,3380,3493,43,37,26,30,24,38,3,2,3346,3466,3258,3375,31,22,16,15,18,28,1,1,22,25,3278,3398,39,30,24,24,24,37,3,2,107,107,101,93,3,6,2,6,0,0,0,0,1,2,102,95,4,7,2,6,0,1,0,0
050,36,075,New York,Oswego County,6,12,8324,4198,4126,4084,4041,48,24,25,22,19,15,2,2,20,22,4103,4062,50,31,33,33,28,19,4,3,4135,4056,4032,3981,44,20,21,20,17,14,2,1,19,20,4050,4000,46,27,28,29,26,18,4,2,63,70,52,60,4,4,4,2,2,1,0,1,1,2,53,62,4,4,5,4,2,1,0,1
